ProbeName	Mode	ExamName	SubModeIndex	BeamStyleIndex	SysTxFreqIndex	TxpgWaveformStyle	TxFocusLocCm	NumTxElements	ProbeNumTxCycles	IsTxChannelModulationEn	IsPresetCpaEn	CpaDelayOffsetClk	TxPulseRle	TxpgWaveformLut	ElevAperIndex	SystemPulserSel	VTxIndex
BPXCC	D	Prostate	0	10	16	1	0.5	5	4	0	0	0	null	null	0	null	0
BPXCC	D	Prostate	0	10	16	1	1	10	4	0	0	0	null	null	0	null	0
BPXCC	D	Prostate	0	10	16	1	1.5	16	4	0	0	0	null	null	0	null	0
BPXCC	D	Prostate	0	10	16	1	2	21	4	0	0	0	null	null	0	null	0
BPXCC	D	Prostate	0	10	16	1	3	28	4	0	0	0	null	null	0	null	0
BPXCC	D	Prostate	0	10	16	1	4	29	4	0	0	0	null	null	0	null	0
BPXCC	D	Prostate	0	10	16	1	6	32	4	0	0	0	null	null	0	null	0
BPXCC	D	Prostate	0	10	16	1	8	33	4	0	0	0	null	null	0	null	0
BPXCC	M	Prostate	1	20	15	1	0.5	5	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	1	9	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	1.5	14	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	2	19	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	3	32	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	4	42	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	6	44	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	8	46	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	0.5	8	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	1	17	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	1.5	25	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	2	34	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	3	54	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	4	60	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	6	64	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	8	66	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	16	1	0.5	5	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	16	1	1	9	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	16	1	1.5	14	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	16	1	2	19	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	16	1	3	28	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	16	1	4	39	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	16	1	6	44	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	16	1	8	46	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	17	1	0.5	5	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	17	1	1	10	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	17	1	1.5	16	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	17	1	2	21	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	17	1	3	39	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	17	1	4	42	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	17	1	6	44	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	17	1	8	46	1.5	0	0	0	null	null	0	null	1
BPXCC	B	Prostate	1	1	15	1	0.5	5	2	0	0	0	null	null	0	null	1
BPXCC	B	Prostate	1	1	15	1	1	9	2	0	0	0	null	null	0	null	1
BPXCC	B	Prostate	1	1	15	1	1.5	14	2	0	0	0	null	null	0	null	1
BPXCC	B	Prostate	1	1	15	1	2	19	2	0	0	0	null	null	0	null	1
BPXCC	B	Prostate	1	1	15	1	3	32	2	0	0	0	null	null	0	null	1
BPXCC	B	Prostate	1	1	15	1	4	42	2	0	0	0	null	null	0	null	1
BPXCC	B	Prostate	1	1	15	1	6	44	2	0	0	0	null	null	0	null	1
BPXCC	B	Prostate	1	1	15	1	8	46	2	0	0	0	null	null	0	null	1
BPXCC	B	Prostate	1	1	15	1	0.5	8	2	1	0	0	null	null	0	null	1
BPXCC	B	Prostate	1	1	15	1	1	17	2	1	0	0	null	null	0	null	1
BPXCC	B	Prostate	1	1	15	1	1.5	25	2	1	0	0	null	null	0	null	1
BPXCC	B	Prostate	1	1	15	1	2	34	2	1	0	0	null	null	0	null	1
BPXCC	B	Prostate	1	1	15	1	3	54	2	1	0	0	null	null	0	null	1
BPXCC	B	Prostate	1	1	15	1	4	60	2	1	0	0	null	null	0	null	1
BPXCC	B	Prostate	1	1	15	1	6	64	2	1	0	0	null	null	0	null	1
BPXCC	B	Prostate	1	1	15	1	8	66	2	1	0	0	null	null	0	null	1
BPXCC	B	Prostate	1	1	16	1	0.5	5	1.5	0	0	0	null	null	0	null	1
BPXCC	B	Prostate	1	1	16	1	1	9	1.5	0	0	0	null	null	0	null	1
BPXCC	B	Prostate	1	1	16	1	1.5	14	1.5	0	0	0	null	null	0	null	1
BPXCC	B	Prostate	1	1	16	1	2	19	1.5	0	0	0	null	null	0	null	1
BPXCC	B	Prostate	1	1	16	1	3	28	1.5	0	0	0	null	null	0	null	1
BPXCC	B	Prostate	1	1	16	1	4	39	1.5	0	0	0	null	null	0	null	1
BPXCC	B	Prostate	1	1	16	1	6	44	1.5	0	0	0	null	null	0	null	1
BPXCC	B	Prostate	1	1	16	1	8	46	1.5	0	0	0	null	null	0	null	1
BPXCC	B	Prostate	1	1	17	1	0.5	5	1.5	0	0	0	null	null	0	null	1
BPXCC	B	Prostate	1	1	17	1	1	10	1.5	0	0	0	null	null	0	null	1
BPXCC	B	Prostate	1	1	17	1	1.5	16	1.5	0	0	0	null	null	0	null	1
BPXCC	B	Prostate	1	1	17	1	2	21	1.5	0	0	0	null	null	0	null	1
BPXCC	B	Prostate	1	1	17	1	3	39	1.5	0	0	0	null	null	0	null	1
BPXCC	B	Prostate	1	1	17	1	4	42	1.5	0	0	0	null	null	0	null	1
BPXCC	B	Prostate	1	1	17	1	6	44	1.5	0	0	0	null	null	0	null	1
BPXCC	B	Prostate	1	1	17	1	8	46	1.5	0	0	0	null	null	0	null	1
BPXCC	Cb	Prostate	0	5	16	1	0.5	5	4	0	0	0	null	null	0	null	0
BPXCC	Cb	Prostate	0	5	16	1	1	10	4	0	0	0	null	null	0	null	0
BPXCC	Cb	Prostate	0	5	16	1	1.5	16	4	0	0	0	null	null	0	null	0
BPXCC	Cb	Prostate	0	5	16	1	2	21	4	0	0	0	null	null	0	null	0
BPXCC	Cb	Prostate	0	5	16	1	3	28	4	0	0	0	null	null	0	null	0
BPXCC	Cb	Prostate	0	5	16	1	4	29	4	0	0	0	null	null	0	null	0
BPXCC	Cb	Prostate	0	5	16	1	6	32	4	0	0	0	null	null	0	null	0
BPXCC	Cb	Prostate	0	5	16	1	8	33	4	0	0	0	null	null	0	null	0
BPXCC	D	Prostate	0	10	16	1	0.5	5	4	0	0	0	null	null	0	null	0
BPXCC	D	Prostate	0	10	16	1	1	10	4	0	0	0	null	null	0	null	0
BPXCC	D	Prostate	0	10	16	1	1.5	16	4	0	0	0	null	null	0	null	0
BPXCC	D	Prostate	0	10	16	1	2	21	4	0	0	0	null	null	0	null	0
BPXCC	D	Prostate	0	10	16	1	3	28	4	0	0	0	null	null	0	null	0
BPXCC	D	Prostate	0	10	16	1	4	29	4	0	0	0	null	null	0	null	0
BPXCC	D	Prostate	0	10	16	1	6	32	4	0	0	0	null	null	0	null	0
BPXCC	D	Prostate	0	10	16	1	8	33	4	0	0	0	null	null	0	null	0
BPXCC	M	Prostate	1	20	15	1	0.5	5	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	1	9	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	1.5	14	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	2	19	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	3	32	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	4	42	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	6	44	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	8	46	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	0.5	8	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	1	17	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	1.5	25	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	2	34	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	3	54	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	4	60	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	6	64	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	8	66	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	16	1	0.5	5	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	16	1	1	9	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	16	1	1.5	14	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	16	1	2	19	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	16	1	3	28	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	16	1	4	39	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	16	1	6	44	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	16	1	8	46	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	17	1	0.5	5	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	17	1	1	10	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	17	1	1.5	16	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	17	1	2	21	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	17	1	3	39	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	17	1	4	42	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	17	1	6	44	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	17	1	8	46	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	0.5	5	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	1	9	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	1.5	14	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	2	19	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	3	32	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	4	42	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	6	44	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	8	46	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	0.5	8	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	1	17	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	1.5	25	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	2	34	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	3	54	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	4	60	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	6	64	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	15	1	8	66	2	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	16	1	0.5	5	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	16	1	1	9	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	16	1	1.5	14	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	16	1	2	19	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	16	1	3	28	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	16	1	4	39	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	16	1	6	44	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	16	1	8	46	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	17	1	0.5	5	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	17	1	1	10	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	17	1	1.5	16	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	17	1	2	21	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	17	1	3	39	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	17	1	4	42	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	17	1	6	44	1.5	0	0	0	null	null	0	null	1
BPXCC	M	Prostate	1	20	17	1	8	46	1.5	0	0	0	null	null	0	null	1
